Job_title,Link,Company_name,Location&Area,Date,Classification&Subclassification,Salary
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=5f2c70c5-4f36-4a03-a29a-108c7d8fac5d,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Register your CV with Personnel Resources / Temp Resources,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Personnel Resources/Temp Resources,location: Bay of Plenty area: Rotorua,"24d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=00b9687c-a0a1-4495-bd79-c1bbc1a0a87c,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=f0fdd417-0fd4-4da5-8d22-eb177b8b7181,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Register your CV with Personnel Resources / Temp Resources,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,Personnel Resources/Temp Resources,location: Bay of Plenty area: Rotorua,"24d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=e7108108-6f87-4c93-83b9-56ff7bf85930,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
